DOMAIN,ZIPCODE,TIME1,TIME2,VIS1,VIS2,XRN1,XRN2,XRN3,XRN4,XRN5,VAR1,VAR2,VAR3,VAR4,VAR5,TRN_AMT,TOTAL_TRN_AMT,TRN_TYPE
76,683,13,13,0,0,0,1,0,0,1,3,0,44.728,24,0,44.95,44.95,LEGIT
76,602,10,10,0,0,1,1,0,0,1,3,0,45.376,18,0,25.9,25.9,LEGIT
76,114,1,1,0,0,0,0,0,0,1,0,1,34.008,20,0,49.95,49.95,LEGIT
76,600,13,13,0,0,0,0,0,0,1,3,1,-63.344,20,0,38.85,38.85,LEGIT
76,420,9,9,0,0,1,1,1,0,2,2,0,34.304,10,0,10.36,10.36,LEGIT
76,107,16,16,1,0,1,1,0,0,1,2,0,35.448,7,0,25.9,25.9,LEGIT
76,672,14,14,0,0,0,0,0,0,2,3,0,-8.024,7,0,10.36,10.36,LEGIT
76,386,11,11,0,0,1,0,0,0,1,3,1,9.312,17,1,11.01,11.01,LEGIT
76,121,11,11,1,0,1,0,0,0,1,3,1,14.44,7,0,25.9,25.9,LEGIT
76,119,17,17,0,0,0,0,0,0,1,0,1,39.6,7,0,10.36,10.36,LEGIT
76,655,13,13,0,0,0,1,1,0,1,2,0,2.768,21,1,38.85,38.85,LEGIT
76,308,14,14,0,0,1,0,1,0,1,3,0,32.096,12,0,38.85,38.85,LEGIT
76,693,15,15,0,0,0,0,0,0,2,3,0,2.08,7,1,10.36,10.36,LEGIT
76,655,14,14,0,0,1,0,0,0,1,2,0,23.992,8,5,10.36,10.36,LEGIT
76,118,16,16,0,0,0,1,1,0,1,2,0,23.552,18,0,25.9,25.9,LEGIT
76,428,19,19,1,0,0,0,0,0,1,0,0,47.72,22,0,12.95,12.95,LEGIT
76,655,15,15,1,0,1,1,0,0,1,2,0,54.816,8,0,25.9,25.9,LEGIT
76,110,2,2,0,0,0,0,0,0,1,3,0,30.992,7,0,12.95,12.95,LEGIT
76,112,22,22,0,0,0,0,0,0,1,3,1,35.536,18,0,12.95,12.95,LEGIT
76,683,9,9,0,0,0,1,1,0,1,3,1,22.256,18,0,12.95,12.95,LEGIT
76,655,12,12,0,0,1,0,0,0,1,3,0,22.696,10,6,12.95,12.95,LEGIT
76,117,13,13,0,0,0,1,0,0,1,3,0,44.064,19,0,10.36,10.36,LEGIT
76,655,11,11,0,0,1,0,1,0,1,2,1,53.072,8,2,10.36,10.36,LEGIT
76,655,13,13,0,0,0,0,1,0,1,4,0,17.496,12,0,38.85,38.85,LEGIT
76,693,9,9,0,0,1,1,0,0,1,3,0,48.8,7,0,31.08,31.08,LEGIT
76,355,2,2,1,0,1,0,0,0,1,0,0,33.144,9,4,25.9,25.9,LEGIT
76,104,18,18,0,0,0,1,1,0,1,2,1,-31.176,22,0,20.72,20.72,LEGIT
76,600,18,18,0,0,0,1,1,0,1,3,1,-53.92,23,0,12.95,12.95,LEGIT
76,108,15,15,1,0,0,1,0,0,1,0,1,10.176,22,0,49.95,49.95,LEGIT
76,614,19,19,0,0,0,1,0,0,1,3,0,42.696,8,2,38.85,38.85,LEGIT
76,634,23,23,0,0,0,0,0,0,1,3,0,17.952,20,0,12.95,12.95,LEGIT
76,600,12,12,0,0,0,0,0,0,1,2,1,-32.48,16,0,20.72,20.72,LEGIT
76,675,0,0,0,0,0,0,0,0,1,3,0,65.544,18,2,10.36,10.36,LEGIT
76,118,18,18,0,0,0,1,0,0,1,2,0,36.728,7,2,38.85,38.85,LEGIT
76,120,17,17,0,0,0,1,0,0,1,3,0,26.976,20,0,31.08,31.08,LEGIT
76,430,14,14,0,0,0,1,0,0,1,2,1,46.488,20,3,12.95,12.95,LEGIT
76,428,20,20,0,0,0,1,0,0,1,3,1,58.272,23,0,12.95,12.95,LEGIT
76,600,22,22,0,0,1,0,0,0,1,3,1,36.864,9,0,10.36,10.36,LEGIT
76,110,21,21,0,0,1,1,0,0,1,3,0,64.064,6,3,12.95,12.95,LEGIT
76,105,18,18,0,0,1,1,0,0,1,3,0,36.456,8,3,12.95,12.95,LEGIT
76,120,19,19,0,0,0,0,0,0,1,2,0,-12.904,9,0,38.85,38.85,LEGIT
76,672,13,13,0,0,0,0,0,0,1,0,0,43.888,24,0,49.95,49.95,LEGIT
76,101,0,0,0,0,0,0,0,0,1,3,1,29.44,20,0,31.08,31.08,LEGIT
76,127,21,21,0,0,0,1,1,0,1,3,0,50.944,19,0,38.85,38.85,LEGIT
76,683,18,18,0,0,0,0,0,0,2,3,1,39.984,17,3,38.85,38.85,FRAUD
76,119,17,17,0,0,1,1,0,0,1,0,0,18.528,10,0,12.95,12.95,LEGIT
76,113,16,16,0,0,1,0,0,1,1,0,0,-19.08,9,9,12.95,12.95,LEGIT
76,450,15,15,0,0,1,1,1,0,1,3,0,51.792,12,4,12.95,12.95,LEGIT
76,432,16,16,0,0,0,1,1,0,1,0,0,11.528,8,0,49.95,49.95,LEGIT
76,648,8,8,0,0,0,1,0,0,1,3,1,14.848,21,0,38.85,38.85,LEGIT
76,127,18,18,0,0,1,0,0,0,1,2,1,-9.528,11,0,32.37,32.37,LEGIT
76,107,11,11,0,0,0,0,0,0,1,3,1,46.144,22,0,14.95,14.95,LEGIT
76,693,14,14,0,0,0,0,0,0,2,3,1,24.624,17,0,12.95,12.95,LEGIT
76,655,11,11,0,0,1,0,1,0,1,2,1,53.072,8,2,20.72,20.72,LEGIT
76,116,2,2,0,0,1,0,0,0,1,0,0,20.464,6,0,12.95,12.95,FRAUD
76,166,17,17,0,0,1,1,1,0,3,2,0,25.696,6,0,12.95,12.95,LEGIT
76,693,19,19,0,0,1,0,0,0,1,4,0,30.104,8,0,12.95,12.95,LEGIT
76,362,19,19,0,0,1,0,0,0,1,1,0,37.512,7,0,12.95,12.95,LEGIT
76,128,11,11,0,0,1,0,0,0,1,0,0,15.456,8,2,38.85,38.85,LEGIT
76,685,21,21,0,0,1,0,0,0,1,3,1,-137.376,7,0,38.85,38.85,LEGIT
76,128,10,10,0,0,1,1,0,0,1,0,0,5.352,8,4,10.36,10.36,LEGIT
76,128,16,16,0,0,1,0,0,0,1,0,0,43.984,13,0,33.03,33.03,LEGIT
76,128,11,11,0,0,1,0,0,0,1,2,1,38.408,13,0,11.01,11.01,LEGIT
76,432,11,11,0,0,0,1,0,0,1,3,0,32.648,19,0,12.95,12.95,LEGIT
76,600,13,13,1,0,0,1,1,0,1,3,0,28.112,20,3,38.85,38.85,LEGIT
76,121,14,14,0,0,0,0,0,0,1,3,0,19.6,20,0,11.01,11.01,LEGIT
76,453,10,10,1,0,1,0,0,0,1,2,0,25.712,7,0,25.9,25.9,LEGIT
76,114,20,20,1,0,1,0,0,0,1,0,0,42.768,8,0,31.08,31.08,LEGIT
76,120,18,18,0,0,0,0,0,0,1,3,1,48.408,7,0,31.08,31.08,LEGIT
76,124,14,14,0,0,1,0,0,0,1,2,0,37.592,20,0,12.95,12.95,LEGIT
76,655,13,13,0,0,0,0,0,0,1,2,0,47.512,19,0,10.36,10.36,LEGIT
76,127,14,14,0,0,0,1,1,0,1,3,0,26.312,23,0,12.95,12.95,LEGIT
76,308,8,8,0,0,1,0,0,0,1,3,0,31.216,9,0,38.85,38.85,LEGIT
76,166,20,20,0,0,1,1,1,0,1,3,0,35,9,0,38.85,38.85,LEGIT
76,614,8,8,0,0,1,0,0,0,1,2,0,41.352,10,4,20.72,20.72,LEGIT
76,452,15,15,0,0,1,0,0,0,1,3,0,42.248,21,1,47.52,47.52,LEGIT
76,107,1,1,0,1,1,1,0,0,1,3,0,42.512,9,0,10.36,10.36,LEGIT
76,166,8,8,0,0,1,0,0,0,2,2,0,29.208,11,0,10.36,10.36,LEGIT
76,308,12,12,0,0,1,0,0,0,1,2,0,-0.952,10,0,49.95,49.95,LEGIT
76,356,17,17,1,0,1,0,0,0,1,2,0,33.144,9,4,25.9,25.9,LEGIT
76,118,12,12,0,0,0,1,1,0,1,3,1,39.312,20,0,38.85,38.85,LEGIT
76,675,19,19,0,0,1,0,0,0,1,3,0,-5.112,6,0,12.95,12.95,LEGIT
76,118,16,16,0,0,1,0,0,0,1,1,1,37.904,25,0,31.08,31.08,LEGIT
76,398,12,12,1,0,0,1,1,0,1,4,0,31.416,8,0,0,0,LEGIT
76,453,16,16,0,0,0,0,0,0,1,3,1,41.784,27,0,47.52,47.52,LEGIT
76,109,22,22,0,0,1,1,0,0,1,3,0,39.464,20,0,25.9,25.9,LEGIT
76,672,14,14,1,0,1,0,0,0,1,2,0,25.76,6,2,49.95,49.95,LEGIT
76,128,9,9,0,0,1,0,0,0,1,2,0,22.392,7,0,38.85,38.85,LEGIT
76,127,10,10,0,0,0,1,0,0,1,3,0,22.704,26,0,12.95,12.95,LEGIT
76,600,2,2,0,0,1,1,0,0,1,2,0,18.424,12,2,20.72,20.72,LEGIT
76,111,22,22,0,1,1,1,0,0,1,3,0,41.008,9,9,38.85,38.85,LEGIT
76,362,11,11,0,1,1,1,0,0,1,0,0,-26.896,6,0,38.85,38.85,LEGIT
76,452,10,10,0,0,0,1,0,0,1,3,1,-43.384,18,0,49.95,49.95,LEGIT
76,398,6,6,0,0,1,0,0,0,1,2,0,-3.312,9,0,10.36,10.36,FRAUD
76,166,17,17,0,0,0,0,1,0,1,3,0,23.352,19,0,12.95,12.95,LEGIT
76,430,0,0,0,0,0,0,0,0,1,3,0,55.12,19,2,59.4,59.4,LEGIT
76,355,13,13,0,0,0,1,0,0,1,3,0,43.048,21,0,10.36,10.36,LEGIT
76,128,15,15,0,0,1,1,0,0,1,0,0,5.352,8,4,10.36,10.36,LEGIT
76,108,17,17,0,0,1,1,0,0,3,0,0,23.512,8,2,10.36,10.36,LEGIT
76,166,0,0,0,1,0,0,0,0,1,3,0,41.88,22,0,38.85,38.85,LEGIT
76,685,15,15,0,0,1,1,1,0,1,3,0,22.584,8,2,25.9,25.9,LEGIT
76,166,15,15,0,0,1,1,0,0,1,3,0,37.312,16,0,38.85,38.85,LEGIT
76,655,13,13,0,0,1,0,1,0,1,2,1,53.072,8,2,10.36,10.36,LEGIT
76,601,10,10,0,0,0,1,1,0,3,2,1,39.848,9,4,59.4,59.4,LEGIT
76,683,13,13,0,0,1,1,1,0,1,3,1,22.256,18,0,12.95,12.95,LEGIT
76,109,16,16,1,0,1,1,1,0,1,2,0,27.616,11,3,10.36,10.36,LEGIT
76,117,0,0,0,0,1,0,0,0,1,0,0,42.32,8,0,38.85,38.85,LEGIT
76,650,19,19,0,0,1,0,0,0,1,3,0,-52.392,8,0,38.85,38.85,LEGIT
76,655,11,11,0,0,1,0,1,0,1,2,1,53.072,8,2,10.36,10.36,LEGIT
76,685,8,8,0,0,1,0,0,0,1,4,1,25.184,7,0,12.95,12.95,LEGIT
76,116,14,14,0,0,0,0,0,0,1,2,0,40.784,19,0,10.36,10.36,LEGIT
76,106,14,14,0,0,1,1,1,0,1,3,0,58.544,8,0,12.95,12.95,LEGIT
76,600,7,7,0,0,1,0,1,0,1,2,0,44.64,10,1,12.95,12.95,LEGIT
76,398,22,22,1,0,0,1,1,0,1,2,1,42.12,16,0,12.95,12.95,LEGIT
76,166,8,8,0,0,1,1,0,0,1,3,1,40.336,28,0,38.85,38.85,LEGIT
76,166,21,21,0,0,1,1,0,0,1,3,0,31.6,10,0,10.36,10.36,LEGIT
76,105,12,12,0,0,1,1,0,0,1,3,0,-19.68,9,9,12.95,12.95,LEGIT
76,122,15,15,0,0,1,0,0,0,1,3,0,37.552,10,4,38.85,38.85,LEGIT
76,664,22,22,0,0,1,0,0,0,1,3,0,26.824,8,3,12.95,12.95,LEGIT
76,101,18,18,1,0,0,0,0,0,1,3,0,-23.848,16,0,12.95,12.95,LEGIT
76,110,10,10,0,0,1,0,1,0,1,2,0,-8.888,10,0,25.9,25.9,LEGIT
76,355,11,11,1,0,0,1,0,0,1,2,0,49.264,16,0,49.95,49.95,LEGIT
76,116,19,19,0,0,1,1,1,0,1,2,0,25.832,10,4,38.85,38.85,LEGIT
76,685,21,21,0,0,1,0,0,0,1,3,0,25.192,8,0,31.08,31.08,LEGIT
76,127,20,20,0,0,0,1,1,0,1,3,0,49.52,16,0,36.26,36.26,LEGIT
76,194,4,4,0,0,0,1,0,0,1,3,0,55.68,12,0,38.85,38.85,LEGIT
76,386,10,10,0,0,1,1,0,0,2,3,0,9.528,8,0,10.36,10.36,LEGIT
76,685,14,14,0,0,1,1,0,0,1,2,0,-15.032,6,0,25.9,25.9,LEGIT
76,115,22,22,0,0,1,1,1,0,1,3,0,36.456,6,0,31.08,31.08,LEGIT
76,601,12,12,1,0,0,0,0,0,1,3,1,30.384,23,0,38.85,38.85,LEGIT
76,655,13,13,0,0,0,0,0,0,1,2,0,47.512,19,0,12.95,12.95,LEGIT
76,127,12,12,0,0,1,0,0,0,1,3,1,43.072,17,0,12.95,12.95,LEGIT
76,119,12,12,0,0,1,0,0,0,1,3,1,39.344,9,0,10.36,10.36,LEGIT
76,655,8,8,0,0,1,0,0,0,1,2,0,35.416,6,0,25.9,25.9,LEGIT
76,166,1,1,0,0,1,1,0,0,1,3,1,27.776,11,2,12.95,12.95,LEGIT
76,166,4,4,0,0,0,0,0,0,1,2,0,53.264,10,0,10.36,10.36,LEGIT
76,107,3,3,0,0,0,0,0,0,1,0,1,-55.808,6,0,10.36,10.36,LEGIT
76,685,0,0,0,1,1,0,0,0,1,3,0,27.936,6,6,12.95,12.95,LEGIT
76,128,17,17,0,0,1,0,0,0,1,3,1,31.448,9,0,38.85,38.85,LEGIT
76,198,2,2,0,0,0,0,0,0,1,3,0,-4.672,6,0,31.08,31.08,LEGIT
76,655,21,21,0,0,0,1,0,0,1,0,1,18.528,16,0,12.95,12.95,LEGIT
76,166,7,7,0,0,1,0,0,0,1,3,0,14.256,8,2,12.95,12.95,LEGIT
76,655,15,15,0,0,0,0,0,0,1,2,1,-22.744,18,0,31.08,31.08,LEGIT
76,655,9,9,0,0,0,1,0,0,1,2,0,26.88,16,0,12.95,12.95,LEGIT
76,655,11,11,0,0,1,0,1,0,1,2,1,53.072,8,2,10.36,10.36,LEGIT
76,685,18,18,0,0,0,0,0,0,1,3,1,33.144,18,0,31.08,31.08,LEGIT
76,614,14,14,0,0,0,0,0,0,1,2,0,30.936,12,0,49.95,49.95,LEGIT
76,166,21,21,0,0,1,1,0,0,1,3,0,36.048,10,0,49.95,49.95,LEGIT
76,614,17,17,0,0,0,0,0,0,1,0,1,47.064,19,0,31.08,31.08,LEGIT
76,103,21,21,0,0,0,0,0,0,1,3,0,46.104,18,0,38.85,38.85,LEGIT
76,655,15,15,0,0,1,0,1,0,1,2,1,53.072,8,2,59.4,59.4,LEGIT
76,602,4,4,0,0,1,1,0,0,1,0,1,21.776,9,0,38.85,38.85,LEGIT
76,108,1,1,0,0,0,1,0,0,1,3,0,27.824,22,0,49.95,49.95,LEGIT
76,432,11,11,0,0,0,1,1,0,1,2,0,-9.896,22,3,38.85,38.85,LEGIT
76,693,15,15,0,0,0,0,0,0,2,3,1,24.624,17,0,12.95,12.95,LEGIT
76,685,19,19,0,0,0,0,1,0,1,2,0,21.36,18,0,38.85,38.85,LEGIT
76,127,17,17,0,0,1,1,0,0,1,3,0,22.032,7,0,12.95,12.95,LEGIT
76,128,12,12,0,0,1,1,0,0,1,2,0,29.616,16,0,12.95,12.95,LEGIT
76,648,4,4,1,0,1,1,1,0,1,3,1,45.096,19,0,12.95,12.95,LEGIT
76,675,13,13,0,1,1,0,0,0,1,3,0,53.848,9,0,31.08,31.08,LEGIT
76,672,1,1,1,0,1,0,0,0,1,3,0,30.624,7,0,12.95,12.95,LEGIT
76,630,23,23,0,0,1,0,0,0,1,3,0,52.48,19,0,12.95,12.95,LEGIT
76,109,11,11,1,0,1,1,0,0,1,1,0,36.464,9,0,11.01,11.01,LEGIT
76,127,5,4,0,0,0,0,0,0,1,3,0,44.408,8,0,10.36,10.36,LEGIT
76,655,12,11,1,0,1,1,0,0,1,2,0,54.816,8,0,12.95,12.95,LEGIT
76,369,17,17,0,0,0,1,1,0,1,2,0,18.704,23,0,38.85,38.85,LEGIT
76,614,8,8,0,0,0,1,1,0,1,0,1,-7.472,21,0,38.85,38.85,LEGIT
76,649,19,19,0,0,0,0,0,0,1,3,1,26.76,23,0,38.85,38.85,LEGIT
76,355,14,14,1,0,0,0,1,0,1,3,1,26.864,19,0,31.08,31.08,LEGIT
76,685,22,22,0,0,0,0,0,0,1,3,0,40.624,21,0,12.95,12.95,LEGIT
76,675,17,17,0,0,1,0,1,0,1,3,0,51.536,11,0,25.9,25.9,LEGIT
76,602,16,16,0,0,0,1,0,0,1,1,0,35.152,17,0,12.95,12.95,LEGIT
76,685,11,11,0,1,1,0,0,0,1,3,0,27.936,6,6,25.9,25.9,LEGIT
76,101,18,18,0,0,0,0,0,0,1,0,1,-55.808,6,0,10.36,10.36,LEGIT
76,680,13,13,1,0,0,1,1,0,1,2,0,30.048,9,0,10,10,LEGIT
76,124,16,16,0,0,0,1,0,0,1,0,0,-61.576,6,0,39.96,39.96,LEGIT
76,115,17,17,0,0,1,1,0,0,1,0,0,-61.576,6,0,11.01,11.01,LEGIT
76,688,12,12,0,0,0,1,0,0,1,3,1,14.736,24,0,10.36,10.36,LEGIT
76,655,11,11,0,0,1,0,1,0,1,2,1,53.072,8,2,10.36,10.36,LEGIT
76,166,10,10,0,0,1,0,0,0,1,2,0,14.256,8,2,12.95,12.95,LEGIT
76,101,4,4,0,0,0,0,0,0,1,3,0,6.752,9,0,12.95,12.95,LEGIT
76,693,14,14,1,0,1,1,0,0,1,3,0,25.416,6,3,38.85,38.85,LEGIT
76,355,11,11,1,0,0,0,1,0,1,3,0,18.56,21,0,12.95,12.95,LEGIT
76,614,8,8,0,0,0,1,1,0,1,3,1,44.096,29,0,33.03,33.03,LEGIT
76,123,19,19,0,0,1,0,0,0,1,2,0,48.072,8,0,12.95,12.95,LEGIT
76,672,12,12,0,0,1,0,0,0,1,2,0,47.696,20,0,12.95,12.95,LEGIT
76,664,22,22,0,0,1,0,1,0,1,3,0,35.704,9,0,12.95,12.95,LEGIT
76,166,21,21,0,0,1,1,0,0,1,3,0,31.6,10,0,10.36,10.36,LEGIT
76,655,12,12,1,0,1,1,0,0,1,2,0,54.816,8,0,12.95,12.95,LEGIT
76,111,14,14,1,0,1,0,0,0,1,3,0,33.712,9,2,10.36,10.36,LEGIT
76,124,13,13,0,0,0,0,0,0,1,3,0,25.216,17,0,10.36,10.36,LEGIT
76,124,10,10,1,0,1,0,0,0,1,3,1,14.44,7,0,12.95,12.95,LEGIT
76,111,13,13,0,0,0,1,0,0,1,3,0,39.464,20,0,49.95,49.95,LEGIT
76,114,19,19,0,0,0,0,0,0,1,3,0,10.976,22,0,12.95,12.95,LEGIT
76,114,0,0,0,0,0,0,0,0,1,0,0,33.992,16,0,38.85,38.85,LEGIT
76,655,17,17,0,0,1,0,0,0,1,0,0,7.352,13,0,38.85,38.85,LEGIT
76,107,13,13,0,0,0,1,1,0,1,2,1,52.48,19,0,38.85,38.85,LEGIT
76,693,10,11,0,0,1,0,0,0,2,2,1,17.144,8,0,38.85,38.85,LEGIT
76,118,13,13,0,0,0,1,1,0,1,0,0,28.48,16,0,31.08,31.08,LEGIT
76,655,11,11,0,0,0,0,0,0,1,3,1,49.336,17,0,12.95,12.95,LEGIT
76,648,12,12,0,0,0,0,0,0,1,0,1,17.264,25,0,12.95,12.95,LEGIT
76,362,15,15,0,0,1,0,0,0,1,3,0,25.936,6,0,31.08,31.08,LEGIT
76,614,4,4,0,0,0,0,0,0,1,2,0,35.8,20,0,12.95,12.95,LEGIT
76,109,17,17,0,0,1,0,0,0,1,0,0,21.736,7,0,11.01,11.01,LEGIT
76,600,16,16,1,0,1,1,1,0,1,2,0,37.44,11,2,12.95,12.95,LEGIT
76,398,10,10,1,0,0,0,0,0,1,3,1,33.848,17,0,49.95,49.95,LEGIT
76,672,13,13,0,0,0,0,0,0,2,3,0,-8.024,7,0,12.95,12.95,LEGIT
76,614,13,13,0,0,1,1,1,0,1,3,0,31.44,8,0,12.95,12.95,LEGIT
76,127,22,22,0,0,1,0,0,0,1,3,0,12.608,21,4,49.95,49.95,LEGIT
76,655,10,10,1,0,0,1,0,0,1,3,1,37.192,6,4,31.08,31.08,LEGIT
76,655,14,14,0,0,1,0,0,0,1,3,0,24.608,10,4,12.95,12.95,LEGIT
76,308,14,14,1,0,1,0,0,0,1,4,0,44.016,8,2,12.95,12.95,LEGIT
76,166,7,7,0,0,1,0,0,0,1,3,0,14.256,8,2,11.01,11.01,LEGIT
76,122,11,11,0,0,1,1,0,0,1,3,0,-19.68,9,9,59.4,59.4,LEGIT
76,355,16,16,0,0,1,1,0,0,1,3,0,10.752,11,0,12.95,12.95,LEGIT
76,675,16,16,1,0,0,0,0,0,1,3,1,38.552,22,0,12.95,12.95,LEGIT
76,110,16,16,0,0,0,0,0,0,1,3,1,47.064,19,0,12.95,12.95,LEGIT
76,614,9,9,1,0,0,1,0,0,1,3,1,44.64,23,0,12.95,12.95,LEGIT
76,602,19,19,1,0,1,1,0,0,2,2,0,-1.152,8,0,39.96,39.96,LEGIT
76,128,17,17,0,0,1,0,0,0,1,3,0,12.608,21,4,38.85,38.85,LEGIT
76,614,10,10,0,0,1,0,1,0,1,3,0,3.712,13,0,12.95,12.95,LEGIT
76,120,17,17,0,0,1,0,0,0,1,0,0,21.736,7,0,11.01,11.01,LEGIT
76,102,12,12,1,0,1,1,0,0,1,4,0,20.472,8,0,0,0,LEGIT
76,113,14,14,0,0,1,1,0,0,1,0,0,17.04,8,0,49.95,49.95,LEGIT
76,108,2,2,0,0,0,1,0,0,1,3,0,44.064,19,0,31.08,31.08,LEGIT
76,398,19,19,0,0,1,0,0,0,1,2,0,-3.312,9,0,20.72,20.72,LEGIT
76,634,9,9,1,0,0,0,0,0,1,3,0,59.464,23,0,59.4,59.4,LEGIT
76,655,10,10,0,0,0,1,0,0,1,3,0,5.392,16,0,38.85,38.85,LEGIT
76,655,14,14,1,0,1,1,1,0,1,0,0,42.904,21,0,12.95,12.95,LEGIT
76,675,10,10,0,0,1,0,0,0,1,3,0,-5.112,6,0,38.85,38.85,LEGIT
76,101,18,18,0,0,0,0,0,0,1,0,1,39.6,7,0,10.36,10.36,LEGIT
76,648,23,23,0,0,0,1,1,0,1,3,0,13.104,10,0,49.95,49.95,LEGIT
76,430,9,9,0,0,0,1,0,0,1,2,1,29.016,10,0,49.95,49.95,LEGIT
76,166,10,10,0,0,1,1,0,0,1,3,1,8.896,9,9,12.95,12.95,LEGIT
76,685,22,22,0,0,0,0,0,0,1,3,0,42.08,17,0,38.85,38.85,LEGIT
76,432,10,10,0,0,0,1,1,0,1,2,0,-9.896,22,3,49.95,49.95,LEGIT
76,105,4,4,0,0,0,0,0,0,1,3,0,6.752,9,0,12.95,12.95,LEGIT
76,672,12,12,0,0,1,0,0,0,1,3,0,47.696,20,0,38.85,38.85,LEGIT
76,103,7,7,0,0,1,0,0,0,1,3,0,9.256,10,0,12.95,12.95,LEGIT
76,614,0,0,0,0,1,0,0,0,1,0,0,56.72,8,0,10.36,10.36,LEGIT
76,308,14,14,0,0,0,1,0,0,1,2,1,30.096,19,0,49.95,49.95,LEGIT
76,166,8,8,1,0,0,0,0,0,1,3,1,43.432,28,0,12.95,12.95,LEGIT
76,452,14,14,0,0,0,1,0,0,1,3,0,13.96,20,0,31.08,31.08,LEGIT
76,685,8,8,0,0,1,0,0,0,1,3,0,37.512,10,4,31.08,31.08,LEGIT
76,109,9,9,0,0,1,0,0,0,1,3,0,36.312,17,0,25.9,25.9,LEGIT
76,355,2,2,1,0,1,0,0,0,1,0,0,33.144,9,4,12.95,12.95,LEGIT
76,166,14,14,0,0,0,1,1,0,1,2,1,-2.112,20,1,38.85,38.85,LEGIT
76,127,8,8,0,0,1,1,0,0,1,3,1,35.056,18,0,25.9,25.9,LEGIT
76,124,15,15,0,0,0,1,1,0,1,3,1,52.488,19,0,38.85,38.85,LEGIT
76,602,2,2,0,0,1,1,0,0,1,2,0,18.424,12,2,10.36,10.36,LEGIT
76,428,23,23,0,0,0,1,1,0,1,3,0,32.744,10,0,38.85,38.85,LEGIT
76,308,19,19,0,0,1,0,0,0,1,3,0,24.472,7,5,38.85,38.85,LEGIT
76,127,15,15,0,0,1,0,0,0,1,3,0,42.112,6,1,12.95,12.95,LEGIT
76,121,19,19,0,0,0,0,0,0,1,3,0,10.976,22,0,12.95,12.95,LEGIT
76,117,12,12,1,0,0,0,0,0,1,3,0,36.448,22,0,12.95,12.95,LEGIT
76,600,15,15,0,0,0,0,0,0,2,4,1,47.016,10,4,12.95,12.95,LEGIT
76,430,9,9,1,0,0,1,0,0,1,2,1,-8.208,19,0,38.85,38.85,LEGIT
76,450,16,16,0,0,0,0,1,0,1,3,0,53.16,21,0,12.95,12.95,LEGIT
76,127,9,9,0,0,1,1,0,0,1,3,1,35.056,18,0,38.85,38.85,LEGIT
76,166,10,10,0,0,1,0,0,0,1,3,0,41.464,6,0,10.36,10.36,LEGIT
76,655,11,11,0,0,1,0,1,0,1,3,1,53.072,8,2,10.36,10.36,LEGIT
76,128,20,20,0,0,1,0,0,0,1,3,0,38.904,7,0,12.95,12.95,LEGIT
76,420,17,17,0,0,1,1,0,0,1,3,0,-0.464,8,0,49.95,49.95,LEGIT
76,398,14,14,0,0,0,0,0,0,1,2,0,52.416,22,0,38.85,38.85,LEGIT
76,356,3,3,1,0,1,0,0,0,1,2,0,33.144,9,4,12.95,12.95,LEGIT
76,614,14,14,0,0,0,0,0,0,1,2,0,30.936,12,0,12.95,12.95,LEGIT
76,119,18,18,1,0,0,1,0,0,1,3,0,22.968,19,0,49.95,49.95,LEGIT
76,120,21,21,1,0,0,0,0,0,1,3,0,23.08,29,0,38.85,38.85,LEGIT
76,649,6,6,0,0,0,1,1,0,1,3,0,-1.256,21,0,38.85,38.85,LEGIT
76,113,14,14,0,0,0,0,0,0,1,3,1,9.016,20,0,11.65,11.65,LEGIT
76,308,22,22,1,0,0,0,1,0,1,2,0,49.576,8,1,59.4,59.4,LEGIT
76,693,16,16,0,0,1,0,0,0,2,2,0,11.672,7,0,12.95,12.95,LEGIT
76,114,11,11,0,0,1,1,0,0,1,2,0,-19.68,9,9,25.9,25.9,LEGIT
76,685,19,19,0,0,0,1,1,0,3,3,1,46.208,6,3,49.95,49.95,LEGIT
76,685,16,16,0,0,0,0,0,0,1,0,0,34.792,24,0,38.85,38.85,LEGIT
76,166,22,22,1,0,0,0,0,0,1,3,0,30.232,17,0,12.95,12.95,LEGIT
76,664,19,19,0,0,1,0,1,0,1,2,0,35.704,9,0,38.85,38.85,LEGIT
76,386,17,17,0,0,1,1,0,0,2,3,0,9.528,8,0,10.36,10.36,LEGIT
76,664,20,20,1,0,1,0,0,0,1,3,0,44.616,10,2,25.9,25.9,LEGIT
76,105,21,21,0,0,1,1,0,0,1,3,0,31.632,6,0,49.95,49.95,LEGIT
76,125,17,17,0,0,1,0,0,0,2,3,0,42.592,8,0,12.95,12.95,LEGIT
76,420,10,10,0,0,1,0,0,0,1,3,0,14.568,12,0,12.95,12.95,LEGIT
76,634,17,17,0,0,0,1,0,0,1,3,0,8.896,23,4,59.4,59.4,LEGIT
76,683,10,10,1,0,0,1,0,0,1,3,1,47.584,21,0,25.9,25.9,LEGIT
76,151,0,0,0,0,0,1,0,0,1,3,0,50.088,7,2,12.95,12.95,LEGIT
76,672,17,17,0,0,0,1,0,0,1,0,1,42.08,8,0,38.85,38.85,LEGIT
76,108,20,20,0,0,0,1,0,0,1,3,1,32.504,24,0,31.08,31.08,LEGIT
76,634,15,15,0,0,1,0,1,0,1,3,0,49.144,6,1,31.08,31.08,LEGIT
